sin_tod,cos_tod,sin_doy,cos_doy,frac_visible,max_slant_m
-0.5,-0.866025403784439,0.187718565437199,0.982222856682841,1,13505825.4468388
-0.503773977045526,-0.863835505204396,0.187718565437199,0.982222856682841,1,13494278.0370186
-0.507538362960704,-0.861629160441526,0.187718565437199,0.982222856682841,1,13470908.0474974
-0.511293086077052,-0.859406411501453,0.187718565437199,0.982222856682841,1,13435748.5139014
-0.515038074910054,-0.857167300702112,0.187718565437199,0.982222856682841,1,13438956.494751
-0.518773258160522,-0.854911870672946,0.187718565437199,0.982222856682841,1,13464736.2905241
-0.522498564715949,-0.852640164354092,0.187718565437199,0.982222856682841,1,13479407.4648527
-0.52621392365187,-0.850352224995563,0.187718565437199,0.982222856682841,1,13482947.3972767
-0.529919264233205,-0.848048096156426,0.187718565437199,0.982222856682841,1,13475342.9237147
-0.533614515915611,-0.845727821703973,0.187718565437199,0.982222856682841,1,13456590.3809086
-0.537299608346824,-0.843391445812886,0.187718565437199,0.982222856682841,1,13426695.6579201
-0.540974471367994,-0.841039012964393,0.187718565437199,0.982222856682841,1,13385674.2428039
-0.544639035015027,-0.838670567945424,0.187718565437199,0.982222856682841,1,13333551.2897008
-0.548293229519914,-0.83628615584776,0.187718565437199,0.982222856682841,1,13270361.6717238
-0.551936985312058,-0.833885822067168,0.187718565437199,0.982222856682841,1,13196150.0424794
-0.555570233019602,-0.831469612302545,0.187718565437199,0.982222856682841,1,13238291.5544909
-0.559192903470747,-0.829037572555042,0.187718565437199,0.982222856682841,1,13309398.161071
-0.562804927695069,-0.826589749127189,0.187718565437199,0.982222856682841,1,13369412.7315125
-0.566406236924833,-0.824126188622016,0.187718565437199,0.982222856682841,1,13418272.5015041
-0.569996762596303,-0.821646937942164,0.187718565437199,0.982222856682841,1,13455924.3492481
-0.573576436351046,-0.819152044288992,0.187718565437199,0.982222856682841,1,13482324.8096333
-0.577145190037233,-0.816641555161679,0.187718565437199,0.982222856682841,1,13518682.8462263
-0.58070295571094,-0.814115518356319,0.187718565437199,0.982222856682841,1,13548970.3023628
-0.584249665637434,-0.811573981965012,0.187718565437199,0.982222856682841,1,13567553.4390076
-0.587785252292473,-0.809016994374947,0.187718565437199,0.982222856682841,1,13574426.5330933
-0.591309648363582,-0.806444604267483,0.187718565437199,0.982222856682841,1,13569594.1426536
-0.594822786751341,-0.803856860617218,0.187718565437199,0.982222856682841,1,13553071.0534615
-0.598324600570659,-0.801253812691061,0.187718565437199,0.982222856682841,1,13524882.2238377
-0.601815023152048,-0.798635510047293,0.187718565437199,0.982222856682841,1,13485062.7289716
-0.605293988042894,-0.796002002534622,0.187718565437199,0.982222856682841,1,13433657.7061456
-0.60876142900872,-0.793353340291235,0.187718565437199,0.982222856682841,1,13379326.7065814
-0.612217280034449,-0.790689573743844,0.187718565437199,0.982222856682841,1,13422915.2526891
-0.615661475325658,-0.788010753606722,0.187718565437199,0.982222856682841,1,13455429.1093982
-0.619093949309834,-0.785316930880745,0.187718565437199,0.982222856682841,1,13476846.9785319
-0.622514636637619,-0.782608156852414,0.187718565437199,0.982222856682841,1,13487156.9515549
-0.625923472184059,-0.779884483092882,0.187718565437199,0.982222856682841,1,13486356.4934126
-0.629320391049837,-0.777145961456971,0.187718565437199,0.982222856682841,1,13474452.4219619
-0.632705328562516,-0.774392644082186,0.187718565437199,0.982222856682841,1,13451460.8952761
-0.636078220277764,-0.77162458338772,0.187718565437199,0.982222856682841,1,13417407.4053831
-0.639439001980585,-0.768841832073459,0.187718565437199,0.982222856682841,1,13372326.7790013
-0.642787609686539,-0.766044443118978,0.187718565437199,0.982222856682841,1,13419994.5802039
-0.646123979642964,-0.763232469782529,0.187718565437199,0.982222856682841,1,13475449.1993074
-0.649448048330184,-0.760405965600031,0.187718565437199,0.982222856682841,1,13519312.3083103
-0.652759752462722,-0.75756498438405,0.187718565437199,0.982222856682841,1,13551556.1462318
-0.656059028990507,-0.754709580222772,0.187718565437199,0.982222856682841,1,13572163.3614854
-0.659345815100069,-0.751839807478977,0.187718565437199,0.982222856682841,1,13581126.9687587
-0.662620048215738,-0.748955720789002,0.187718565437199,0.982222856682841,1,13594633.7104307
-0.665881666000835,-0.746057375061699,0.187718565437199,0.982222856682841,1,13596994.6383945
-0.669130606358858,-0.743144825477394,0.187718565437199,0.982222856682841,1,13587518.2522654
-0.672366807434668,-0.740218127486832,0.187718565437199,0.982222856682841,1,13589536.3491834
-0.67559020761566,-0.737277336810124,0.187718565437199,0.982222856682841,1,13606748.3992093
-0.678800745532942,-0.734322509435686,0.187718565437199,0.982222856682841,1,13612157.7375159
