1.17988e+06	979370	923002	1.0348e+06	1.27082e+06	1.5756e+06	1.9158e+06	2.27465e+06	2.64355e+06	
1.3372e+07	1.33888e+07	1.3394e+07	1.33875e+07	1.33693e+07	1.33395e+07	1.32979e+07	1.32447e+07	1.31799e+07	
1.17149e+07	1.15864e+07	1.1449e+07	1.13029e+07	1.11481e+07	1.09849e+07	1.08135e+07	1.06342e+07	1.04471e+07	
1.12047e+07	1.1276e+07	1.13403e+07	1.13973e+07	1.14471e+07	1.14897e+07	1.1525e+07	1.15531e+07	1.15739e+07	
1.05043e+07	1.06638e+07	1.08162e+07	1.09612e+07	1.10987e+07	1.12284e+07	1.13502e+07	1.14639e+07	1.15694e+07	
1.00652e+07	1.03236e+07	1.05736e+07	1.08149e+07	1.10474e+07	1.12707e+07	1.14846e+07	1.1689e+07	1.18837e+07	
1.33094e+07	1.33681e+07	1.34157e+07	1.34523e+07	1.34777e+07	1.3492e+07	1.34951e+07	1.34871e+07	1.34679e+07	
1.31156e+07	1.32108e+07	1.32947e+07	1.33672e+07	1.34284e+07	1.34781e+07	1.35163e+07	1.3543e+07	1.35582e+07	
3.41906e+06	3.74371e+06	4.07768e+06	4.41783e+06	4.76178e+06	5.10766e+06	5.45402e+06	5.79964e+06	6.14352e+06	
1.03401e+07	1.01125e+07	9.8771e+06	9.63404e+06	9.38371e+06	9.12646e+06	8.86269e+06	8.59282e+06	8.31731e+06	
8.42428e+06	8.24821e+06	8.07568e+06	7.90756e+06	7.74473e+06	7.58809e+06	7.43856e+06	7.29709e+06	7.16461e+06	
1.24369e+07	1.25825e+07	1.27173e+07	1.28413e+07	1.29543e+07	1.30563e+07	1.31469e+07	1.32263e+07	1.32941e+07	
1.17893e+07	1.17147e+07	1.1633e+07	1.15444e+07	1.14493e+07	1.13479e+07	1.12404e+07	1.11272e+07	1.10085e+07	
1.0757e+07	1.09976e+07	1.12287e+07	1.145e+07	1.16613e+07	1.18624e+07	1.20532e+07	1.22335e+07	1.24032e+07	
1.21179e+07	1.19443e+07	1.17602e+07	1.15657e+07	1.13611e+07	1.11465e+07	1.09222e+07	1.06882e+07	1.04449e+07	
7.77406e+06	7.6694e+06	7.57069e+06	7.47867e+06	7.39407e+06	7.31761e+06	7.24996e+06	7.19178e+06	7.14364e+06	
9.19479e+06	9.18934e+06	9.18765e+06	9.18975e+06	9.19558e+06	9.2051e+06	9.21824e+06	9.23488e+06	9.2549e+06	
1.14761e+07	1.16456e+07	1.18068e+07	1.19593e+07	1.2103e+07	1.22376e+07	1.23629e+07	1.24786e+07	1.25846e+07	
7.4273e+06	7.11494e+06	6.79857e+06	6.47886e+06	6.15655e+06	5.83252e+06	5.50777e+06	5.18351e+06	4.86118e+06	
2.85384e+06	3.08626e+06	3.34783e+06	3.63146e+06	3.93153e+06	4.24363e+06	4.56434e+06	4.89096e+06	5.22134e+06	
1.25713e+07	1.25432e+07	1.25056e+07	1.24587e+07	1.24027e+07	1.23375e+07	1.22634e+07	1.21806e+07	1.20893e+07	
9.74394e+06	9.46185e+06	9.17199e+06	8.87468e+06	8.57029e+06	8.25919e+06	7.94178e+06	7.61848e+06	7.28975e+06	
1.12906e+06	1.33445e+06	1.61475e+06	1.93696e+06	2.28252e+06	2.64131e+06	3.00756e+06	3.37776e+06	3.74964e+06	
1.09628e+07	1.10507e+07	1.11319e+07	1.12061e+07	1.12734e+07	1.13337e+07	1.13869e+07	1.1433e+07	1.14719e+07	
1.31816e+07	1.31959e+07	1.31989e+07	1.31908e+07	1.31716e+07	1.31413e+07	1.31e+07	1.30479e+07	1.29849e+07	
1.28578e+07	1.29794e+07	1.30896e+07	1.31884e+07	1.32757e+07	1.33513e+07	1.34152e+07	1.34674e+07	1.35077e+07	
7.53547e+06	7.21843e+06	6.89681e+06	6.57111e+06	6.24188e+06	5.90976e+06	5.57545e+06	5.23978e+06	4.90374e+06	
1.08421e+07	1.06452e+07	1.04419e+07	1.02326e+07	1.00179e+07	9.79821e+06	9.57399e+06	9.3458e+06	9.11422e+06	
5.64564e+06	5.29932e+06	4.95147e+06	4.60305e+06	4.25525e+06	3.90959e+06	3.56802e+06	3.23319e+06	2.90873e+06	
1.18938e+07	1.20739e+07	1.2244e+07	1.24042e+07	1.25541e+07	1.26936e+07	1.28227e+07	1.29412e+07	1.3049e+07	
1.32331e+07	1.33117e+07	1.33789e+07	1.34347e+07	1.3479e+07	1.35119e+07	1.35332e+07	1.35431e+07	1.35414e+07	
9.70508e+06	9.65482e+06	9.60252e+06	9.54839e+06	9.49267e+06	9.43563e+06	9.37753e+06	9.31865e+06	9.25928e+06	
1.08909e+07	1.07149e+07	1.05332e+07	1.03463e+07	1.01545e+07	9.95853e+06	9.7587e+06	9.55559e+06	9.34975e+06	
1.06293e+07	1.0376e+07	1.01137e+07	9.84252e+06	9.56273e+06	9.2746e+06	8.97838e+06	8.67435e+06	8.36281e+06	
9.66991e+06	9.71147e+06	9.75101e+06	9.78836e+06	9.82334e+06	9.85578e+06	9.88554e+06	9.9125e+06	9.93654e+06	
8.24404e+06	8.18027e+06	8.12143e+06	8.068e+06	8.02041e+06	7.9791e+06	7.94443e+06	7.91679e+06	7.89647e+06	
1.22362e+07	1.20564e+07	1.18662e+07	1.16656e+07	1.1455e+07	1.12344e+07	1.10041e+07	1.07642e+07	1.05151e+07	
1.02144e+07	1.027e+07	1.03214e+07	1.03684e+07	1.0411e+07	1.04492e+07	1.04828e+07	1.05119e+07	1.05364e+07	
1.01717e+07	1.04238e+07	1.06674e+07	1.09025e+07	1.11287e+07	1.13459e+07	1.15538e+07	1.17523e+07	1.19411e+07	
9.675e+06	9.75048e+06	9.82312e+06	9.89269e+06	9.95899e+06	1.00218e+07	1.00811e+07	1.01366e+07	1.01882e+07	
